title,year,imdbid,id,bechdelRating,imdbAverageRating,numVotes,runtimeMinutes,genre1,genre2,genre3
Fred Claus,2007,486583.0,410,1,5.7,47848.0,116,Comedy,Family,Fantasy
Free Rainer,2007,810868.0,1524,2,6.7,4681.0,130,Comedy,Drama,
Freedom Writers,2007,463998.0,5496,3,7.6,85565.0,123,Biography,Crime,Drama
Ghost Rider,2007,259324.0,9451,0,5.3,252793.0,110,Action,Fantasy,Thriller
"Golden Compass, The",2007,385752.0,487,3,6.1,197081.0,113,Adventure,Family,Fantasy
Gone,2007,482374.0,3494,3,5.3,4411.0,88,Drama,Horror,Thriller
Gone Baby Gone,2007,452623.0,2371,3,7.6,293959.0,114,Crime,Drama,Mystery
Gracie,2007,441007.0,5461,3,6.2,4330.0,95,Biography,Drama,Sport
Grandpa for Christmas,2007,950740.0,6617,3,6.8,1304.0,84,Comedy,Drama,
H&auml;nde weg von Mississippi,2007,943232.0,10078,3,6.4,424.0,98,Adventure,Comedy,Family
Ha-Sodot (The Secrets),2007,782867.0,5930,3,7.0,2255.0,127,Drama,Romance,
Hairspray,2007,427327.0,188,3,6.7,138935.0,117,Comedy,Drama,Musical
Halloween,2007,373883.0,3655,3,6.0,130789.0,109,Horror,,
Hannibal Rising,2007,367959.0,4209,1,6.1,116115.0,121,Adventure,Crime,Drama
Harry Potter and the Order of the Phoenix,2007,373889.0,373,3,7.5,635173.0,138,Action,Adventure,Family
"Heartbreak Kid, The",2007,408839.0,9247,2,5.8,96725.0,116,Comedy,Romance,
High School Musical 2 (TV Movie),2007,810900.0,6057,3,5.2,66328.0,104,Comedy,Drama,Family
Hitman,2007,465494.0,1283,0,6.2,178022.0,94,Action,Crime,Thriller
Hostel: Part II,2007,498353.0,2473,3,5.5,96224.0,94,Horror,,
Hot Fuzz,2007,425112.0,351,1,7.8,536454.0,121,Action,Comedy,Mystery
Hot Rod,2007,787475.0,419,1,6.7,93701.0,88,Comedy,Sport,
How About You,2007,887745.0,1899,3,6.6,1821.0,87,Comedy,Drama,
I Am Legend,2007,480249.0,549,3,7.2,817368.0,101,Action,Drama,Horror
I Could Never Be Your Woman,2007,466839.0,3012,3,6.0,19496.0,97,Comedy,Drama,Romance
I Know Who Killed Me,2007,897361.0,4007,3,3.6,30918.0,105,Horror,Mystery,Thriller
I&#39;m Not There.,2007,368794.0,6795,1,6.8,61266.0,135,Biography,Drama,Music
If I Had Known I Was a Genius,2007,758753.0,3604,2,4.8,855.0,102,Comedy,Drama,
Import/Export,2007,459102.0,526,3,7.0,6324.0,141,Drama,,
Imprint,2007,816530.0,4728,3,5.6,702.0,84,Drama,Thriller,
In the Arms of My Enemy,2007,814795.0,2976,0,6.6,591.0,85,Action,Adventure,Drama
Inside,2007,856288.0,3629,3,6.7,44824.0,82,Horror,,
Into the Wild,2007,758758.0,313,1,8.1,659501.0,148,Adventure,Biography,Drama
Irina Palm,2007,762110.0,3474,3,7.2,7768.0,103,Comedy,Drama,
It&#39;s a Free World...,2007,807054.0,7711,3,7.0,6312.0,96,Drama,,
Itty Bitty Titty Committee,2007,496328.0,1115,3,5.4,3029.0,87,Comedy,Drama,Romance
"Jane Austen Book Club, The",2007,866437.0,1151,3,6.7,29108.0,106,Comedy,Drama,Romance
Juno,2007,467406.0,9,3,7.4,550224.0,96,Comedy,Drama,
King of California,2007,388182.0,2341,1,6.6,23686.0,93,Comedy,Drama,
"King of Kong: A Fistful of Quarters, The",2007,923752.0,4153,1,8.0,37609.0,79,Biography,Documentary,Sport
"Kite Runner, The",2007,419887.0,652,0,7.6,82623.0,128,Drama,,
Knocked Up,2007,478311.0,180,3,6.9,385354.0,129,Comedy,Romance,
La reine soleil,2007,459959.0,3547,3,5.6,427.0,90,Animation,,
La torre de Suso,2007,896986.0,4757,1,6.4,940.0,95,Comedy,Drama,
La vie en rose,2007,450188.0,3129,3,7.6,90866.0,140,Biography,Drama,Music
Lars and the real Girl,2007,805564.0,2795,3,7.3,155896.0,106,Comedy,Drama,Romance
Las 13 rosas,2007,809533.0,7079,3,6.7,2170.0,129,Drama,History,
"Last Mimzy, The",2007,768212.0,7556,3,6.2,22250.0,90,Action,Adventure,Drama
Les deux mondes,2007,808230.0,6759,2,5.6,1474.0,105,Comedy,Fantasy,
"Life Before Her Eyes, The",2007,815178.0,5028,3,6.2,14916.0,90,Drama,Fantasy,Mystery
Lions for lambs,2007,891527.0,7078,0,6.2,52786.0,92,Crime,Drama,Mystery
Live Free or Die Hard,2007,337978.0,842,1,7.1,421252.0,128,Action,Thriller,
"Lookout, The",2007,427470.0,1167,3,7.0,60607.0,99,Crime,Drama,Thriller
Love Songs,2007,996605.0,1741,3,7.0,10180.0,91,Drama,Musical,Romance
"Lust, Caution",2007,808357.0,5501,3,7.5,45631.0,157,Drama,History,Romance
Lynch,2007,1032207.0,1438,1,6.7,932.0,84,Documentary,,
"Man from Earth, The",2007,756683.0,25,1,7.8,200841.0,87,Drama,Fantasy,Mystery
"Man from London, The",2007,415127.0,2743,3,7.0,4488.0,139,Crime,Drama,Mystery
Margot at the Wedding,2007,757361.0,2409,3,6.0,22742.0,91,Comedy,Drama,
Mataharis,2007,780565.0,5509,3,6.6,942.0,100,Comedy,Drama,
Meduzot,2007,807721.0,7349,3,7.0,2748.0,78,Drama,,
Meet the Robinsons,2007,396555.0,1945,1,6.8,111818.0,95,Adventure,Animation,Comedy
Mermaid,2007,995747.0,11274,3,7.2,3650.0,115,Comedy,Drama,Fantasy
"Messengers, The",2007,425430.0,5042,3,5.3,41251.0,90,Drama,Horror,Mystery
Michael Clayton,2007,465538.0,1889,2,7.2,174323.0,119,Crime,Drama,Mystery
"Mist, The",2007,884328.0,3324,3,7.1,341680.0,126,Horror,Sci-Fi,Thriller
Mr. Bean&#39;s Holiday,2007,453451.0,9424,0,6.4,134409.0,90,Comedy,Family,
Mr. Magorium&#39;s Wonder Emporium,2007,457419.0,1903,0,6.2,47730.0,93,Comedy,Family,Fantasy
Music and Lyrics,2007,758766.0,2170,3,6.5,107304.0,104,Comedy,Music,Romance
My Blueberry Nights,2007,765120.0,2655,3,6.6,56599.0,95,Drama,Romance,
Naissance des pieuvres,2007,869977.0,3989,3,6.7,13508.0,85,Drama,Romance,
Nancy Drew,2007,479500.0,6603,3,5.9,21585.0,99,Comedy,Crime,Family
"Nanny Diaries, The",2007,489237.0,3308,3,6.2,64206.0,105,Comedy,Drama,Romance
National Treasure: Book of Secrets,2007,465234.0,10130,3,6.5,254152.0,124,Action,Adventure,Mystery
Negative Happy Chain Saw Edge,2007,1024856.0,3577,0,5.6,336.0,109,Action,Comedy,Drama
Next,2007,435705.0,11,2,6.2,166687.0,96,Action,Sci-Fi,Thriller
Ninas Mal,2007,806940.0,1706,3,5.3,2256.0,100,Comedy,,
No Country for Old Men,2007,477348.0,686,3,8.2,1064321.0,122,Crime,Drama,Thriller
No Reservations,2007,481141.0,327,3,6.3,79009.0,104,Comedy,Drama,Romance
Norbit,2007,477051.0,5662,2,4.2,79939.0,102,Comedy,Romance,
Northanger Abbey,2007,844794.0,2604,3,7.2,16248.0,84,Drama,Romance,
Numb,2007,795439.0,4044,1,6.5,8783.0,93,Comedy,Drama,Romance
"Number 23, The",2007,481369.0,4029,1,6.4,213008.0,98,Crime,Mystery,Thriller
Ocean's Thirteen,2007,496806.0,476,1,6.9,368184.0,122,Crime,Thriller,
"Orphanage, The",2007,464141.0,1285,3,7.4,163843.0,105,Drama,Horror,Mystery
Out at the Wedding,2007,488023.0,3935,3,6.1,856.0,96,Comedy,Drama,Romance
Outlaw,2007,758771.0,12,1,5.7,12819.0,103,Action,Crime,Drama
P.S. I Love You,2007,431308.0,766,3,7.0,218670.0,126,Comedy,Drama,Romance
P2,2007,804516.0,4984,3,5.9,36504.0,98,Crime,Horror,Thriller
Paranormal Activity,2007,1179904.0,667,3,6.3,256797.0,86,Horror,Mystery,
Persepolis,2007,808417.0,295,3,8.0,100374.0,96,Animation,Biography,Drama
Pirates of the Caribbean: At World&#39;s End,2007,449088.0,169,3,7.1,695477.0,169,Action,Adventure,Fantasy
Planet Terror,2007,1077258.0,29,3,7.0,223684.0,105,Action,Comedy,Horror
Pok&eacute;mon: The Rise of Darkrai,2007,1226251.0,8513,3,6.3,4008.0,90,Action,Adventure,Animation
Premonition,2007,477071.0,27,3,5.9,81830.0,96,Drama,Fantasy,Mystery
Racing Daylight,2007,840363.0,5995,3,4.4,253.0,83,Drama,,
Ratatouille,2007,382932.0,14,1,8.1,828758.0,111,Adventure,Animation,Comedy
"Reaping, The",2007,444682.0,7973,3,5.6,44692.0,99,Horror,Thriller,
Reine Geschmacksache,2007,838192.0,7153,3,6.6,1198.0,105,Comedy,Romance,
Resident Evil: Extinction,2007,432021.0,17,3,6.2,205908.0,94,Action,Horror,Sci-Fi
Rosa: The Movie,2007,997260.0,8732,3,4.7,508.0,85,Comedy,Drama,Family
"Run, Fatboy, Run",2007,425413.0,6616,1,6.5,69894.0,100,Comedy,Romance,Sport
Rush Hour 3,2007,293564.0,16,1,6.2,183915.0,91,Action,Comedy,Crime
Salvation,2007,860528.0,3424,1,2.4,129.0,86,Action,Horror,Sci-Fi
"Savages, The",2007,775529.0,490,3,7.1,38673.0,113,Comedy,Drama,
Saw IV,2007,890870.0,6454,3,5.9,165232.0,93,Horror,Mystery,Thriller
Se upp f&ouml;r d&aring;rarna,2007,959342.0,4060,3,5.2,2224.0,103,Comedy,Drama,
"Secret, The",2007,446463.0,3344,3,6.2,3987.0,93,Drama,Romance,
She&#39;s a Boy I Knew,2007,1095496.0,4152,3,7.6,151.0,70,Documentary,,
Shelter,2007,942384.0,2621,1,7.6,24109.0,97,Drama,Romance,Sport
Shooter,2007,822854.0,1184,1,7.1,356579.0,124,Action,Drama,Thriller
Shotgun Stories,2007,952682.0,6828,3,7.1,11268.0,92,Drama,Thriller,
Shrek the Third,2007,413267.0,26,3,6.1,333600.0,93,Adventure,Animation,Comedy
Shrooms,2007,492486.0,5204,3,4.6,17703.0,84,Comedy,Horror,Mystery
Shut em up,2007,465602.0,5451,1,6.6,155197.0,86,Action,Comedy,Thriller
"Signal, The",2007,780607.0,2364,2,6.0,21914.0,103,Horror,Sci-Fi,Thriller
"Simpsons Movie, The",2007,462538.0,417,3,7.3,350475.0,87,Adventure,Animation,Comedy
Smiley Face,2007,780608.0,5245,3,5.8,19098.0,85,Comedy,,
"So, You&#39;ve Downloaded a Demon",2007,348062.0,5583,3,5.7,123.0,90,Comedy,Horror,
Son of Rambow,2007,845046.0,240,1,7.0,32999.0,96,Action,Adventure,Comedy
Spider-Man 3,2007,413300.0,5483,2,6.3,639892.0,139,Action,Adventure,Sci-Fi
St. Trinian&#39;s,2007,964587.0,1840,3,5.8,23664.0,97,Comedy,Family,
Stardust,2007,486655.0,335,3,7.6,285750.0,127,Adventure,Family,Fantasy
Steak,2007,889665.0,9627,0,6.0,2912.0,82,Comedy,,
Steam,2007,892100.0,2856,3,5.3,218.0,120,Drama,,
Suburban Girl,2007,428579.0,9805,2,5.4,7787.0,97,Comedy,Drama,Romance
Sunshine,2007,448134.0,585,1,7.2,268224.0,107,Sci-Fi,Thriller,
Superbad,2007,829482.0,651,3,7.6,634937.0,113,Comedy,,
Surfs Up,2007,423294.0,10203,1,6.7,91200.0,85,Adventure,Animation,Comedy
Sweeney Todd: The Demon Barber of Fleet Street,2007,408236.0,630,1,7.3,387495.0,116,Drama,Horror,Musical
Sword of the Stranger,2007,1121794.0,2601,3,7.7,18351.0,103,Action,Adventure,Animation
Sydney White,2007,815244.0,3151,3,6.2,51379.0,108,Comedy,Drama,Romance
TMNT,2007,453556.0,3811,1,6.2,69357.0,87,Action,Adventure,Animation
Teeth,2007,780622.0,1196,3,5.4,46571.0,94,Comedy,Fantasy,Horror
Ten Inch Hero,2007,829297.0,3663,3,7.3,13339.0,102,Comedy,Drama,Romance
Then She Found Me,2007,455805.0,462,3,5.9,10240.0,100,Comedy,Drama,Romance
There Will Be Blood,2007,469494.0,177,0,8.2,642921.0,158,Drama,,
This Christmas,2007,937375.0,10227,3,6.4,10456.0,117,Comedy,Drama,Romance
Timecrimes,2007,480669.0,3343,0,7.1,68960.0,92,Horror,Mystery,Sci-Fi
Towelhead,2007,787523.0,381,3,6.9,12062.0,124,Drama,,
"Tracey Fragments, The",2007,801526.0,5071,3,6.0,7684.0,77,Drama,,
Transformers,2007,418279.0,422,3,7.0,676647.0,144,Action,Adventure,Sci-Fi
Trick &#39;r Treat,2007,862856.0,1715,3,6.7,104754.0,82,Comedy,Horror,
Tricks,2007,1094278.0,1802,3,7.0,2162.0,95,Comedy,Drama,
Tropa de Elite,2007,861739.0,312,3,8.0,110693.0,115,Action,Crime,Drama
Under the Same Moon,2007,796307.0,10126,3,7.3,7474.0,106,Adventure,Drama,
Underdog,2007,467110.0,9240,1,4.8,22770.0,84,Action,Adventure,Comedy
Vacancy,2007,452702.0,546,0,6.2,107774.0,85,Horror,Thriller,
Vexille,2007,970472.0,1466,3,6.8,7873.0,109,Action,Animation,Sci-Fi
"Visitor, The",2007,857191.0,2147,3,7.6,44561.0,104,Drama,,
Viva,2007,393956.0,7584,3,5.9,1493.0,120,Comedy,Drama,Musical
Waitress,2007,473308.0,755,3,7.0,48904.0,108,Comedy,Drama,Romance
Watching the Detectives,2007,472205.0,2111,1,6.2,6690.0,91,Comedy,Romance,
"Water Horse, The",2007,760329.0,8525,0,6.4,43054.0,112,Adventure,Family,Fantasy
We Are the Strange,2007,923985.0,3774,0,5.3,658.0,88,Action,Adventure,Animation
We Own the Night,2007,498399.0,4162,0,6.8,93183.0,117,Action,Crime,Drama
Welcome to the Quiet Room,2007,997174.0,3015,3,7.1,713.0,118,Comedy,Drama,
Whisper,2007,435528.0,4762,2,5.7,10075.0,94,Crime,Drama,Horror
White Noise 2: The Light,2007,496436.0,1045,1,5.7,13749.0,99,Drama,Fantasy,Horror
Wild Hogs,2007,486946.0,918,1,5.8,123586.0,100,Action,Adventure,Comedy
Wool 100%,2007,884819.0,166,3,6.3,247.0,100,Animation,Comedy,Fantasy
"World Unseen, The",2007,1048174.0,1339,3,6.6,4696.0,93,Drama,Romance,
XXY,2007,995829.0,1552,3,7.0,14944.0,86,Drama,Romance,
Year of the dog,2007,756729.0,2207,3,6.0,6610.0,97,Comedy,Drama,
"Yobi, the Five-Tailed Fox (Cheon-nyeon-yeo-woo-yeo-woo-bi)",2007,1077274.0,4264,3,6.8,984.0,86,Animation,Fantasy,
Young People Fucking,2007,913445.0,2529,1,6.2,19626.0,87,Comedy,Drama,Romance
Zodiac,2007,443706.0,7251,1,7.7,600402.0,157,Crime,Drama,Mystery
[Rec],2007,1038988.0,3646,3,7.4,197410.0,78,Horror,Mystery,Thriller
"10,000 BC",2008,443649.0,6825,1,5.1,135635.0,109,Action,Adventure,Drama
21,2008,478087.0,47,3,6.8,267002.0,123,Crime,Drama,Thriller
27 Dresses,2008,988595.0,212,3,6.1,175589.0,111,Comedy,Romance,
35 Shots of Rum,2008,1100048.0,2516,3,7.1,5281.0,100,Drama,,
A Wednesday,2008,1280558.0,7536,1,8.1,82422.0,104,Action,Crime,Drama
Aanrijding in Moscou,2008,948530.0,6681,3,7.2,4315.0,102,Comedy,Drama,Romance
Adulthood,2008,1126596.0,2832,2,6.6,13169.0,99,Crime,Drama,
Ai no mukidashi,2008,1128075.0,770,3,8.0,15978.0,237,Action,Comedy,Drama
All about women,2008,1037146.0,6861,3,5.2,513.0,120,Comedy,Romance,
"Alphabet Killer, The",2008,818165.0,540,3,5.2,8898.0,98,Crime,Mystery,Thriller
American Violet,2008,1152397.0,2082,3,6.9,2785.0,103,Drama,,
"Angus, Thongs and Perfect Snogging",2008,963743.0,3182,3,6.3,30170.0,100,Comedy,Drama,Romance
Appaloosa,2008,800308.0,196,1,6.7,64843.0,115,Action,Crime,Drama
Ashes of Time Redux,2008,109688.0,1912,1,7.0,17014.0,100,Action,Drama,
Australia,2008,455824.0,1892,2,6.6,129906.0,165,Adventure,Drama,Romance
"Baader Meinhof Complex, The",2008,765432.0,4030,3,7.3,40188.0,150,Action,Biography,Crime
Baby Mama,2008,871426.0,140,3,6.0,47557.0,99,Comedy,Romance,
"Bank Job, The",2008,200465.0,19,3,7.2,189458.0,111,Crime,Drama,Thriller
Be Kind Rewind,2008,799934.0,145,1,6.4,94344.0,102,Comedy,,
"Beaches of Agnes, The",2008,1129435.0,523,3,8.0,4805.0,112,Biography,Documentary,
Bedtime Stories,2008,960731.0,310,3,6.0,101494.0,99,Adventure,Comedy,Family
Beverly Hills Chihuahua,2008,1014775.0,10932,3,3.9,25959.0,91,Adventure,Comedy,Drama
Bi the Way,2008,951257.0,2257,3,5.9,128.0,85,Documentary,,
Bienvenue chez les Ch&#39;tis,2008,1064932.0,6287,2,7.1,45054.0,106,Comedy,Romance,
Birdemic,2008,1316037.0,829,3,1.7,25509.0,105,Horror,Thriller,
Birds of America,2008,1029134.0,141,3,6.0,5572.0,85,Comedy,Drama,
"Bleach: Fade to Black, I Call Your Name",2008,1339302.0,7210,3,7.1,2699.0,94,Action,Animation,Drama
Blind Loves,2008,1226291.0,6893,2,7.2,376.0,77,Documentary,Drama,
Blindness,2008,861689.0,380,3,6.5,75264.0,121,Drama,Mystery,Thriller
Body of Lies,2008,758774.0,10874,2,7.0,239938.0,128,Action,Drama,Thriller
Bolt,2008,397892.0,220,3,6.8,229617.0,96,Adventure,Animation,Comedy
Bonnie &amp; Clyde vs. Dracula,2008,1117379.0,2843,3,4.4,433.0,91,Action,Crime,Horror
Bottle Shock,2008,914797.0,8698,1,6.8,17982.0,110,Comedy,Drama,
"Boy in the Striped Pajamas, The",2008,914798.0,7190,3,7.7,247766.0,94,Drama,War,
Brideshead Revisited,2008,412536.0,7622,1,6.6,13697.0,133,Drama,Romance,
Bronson,2008,1172570.0,5474,1,7.0,141182.0,92,Action,Crime,Drama
"Brothers Bloom, The",2008,844286.0,2424,3,6.7,52645.0,114,Action,Adventure,Comedy
Burn After Reading,2008,887883.0,189,1,7.0,354027.0,96,Comedy,Crime,Drama
"Burning Plain, The",2008,1068641.0,6262,3,6.7,21374.0,107,Crime,Drama,Mystery
CJ7 (Changjiang 7 hao),2008,940709.0,447,1,6.4,17279.0,88,Adventure,Comedy,Drama
Camino,2008,1206285.0,6946,3,7.4,5347.0,138,Drama,,
Camp Rock,2008,1055366.0,6347,3,5.2,37363.0,94,Comedy,Family,Music
Casi divas,2008,1049948.0,5658,3,6.1,782.0,107,Comedy,Fantasy,Musical
Changeling,2008,824747.0,286,3,7.7,265609.0,141,Biography,Crime,Drama
"Chaser, The",2008,1190539.0,5858,0,7.8,73016.0,125,Action,Crime,Drama
Che: Part One,2008,892255.0,503,1,7.1,48010.0,134,Biography,Drama,History
Chi bi (Red Cliff),2008,425637.0,1757,1,7.3,48559.0,148,Action,Adventure,Drama
"Chronicles of Narnia: Prince Caspian, The",2008,499448.0,1590,3,6.5,225959.0,150,Action,Adventure,Family
Ciao,2008,870089.0,883,0,6.6,2548.0,87,Drama,Romance,
City of Ember,2008,970411.0,1013,3,6.4,69840.0,90,Adventure,Drama,Family
Clash of the Santas,2008,1286742.0,6620,3,6.3,207.0,120,Drama,,
Cloverfield,2008,1060277.0,889,3,7.0,421704.0,85,Horror,Sci-Fi,Thriller
Coco Chanel,2008,1094661.0,2118,3,6.8,3819.0,139,Biography,Drama,
College Road Trip,2008,997047.0,10840,1,4.3,16708.0,83,Adventure,Comedy,Drama
"Curious Case of Benjamin Button, The",2008,421715.0,504,3,7.8,697548.0,166,Drama,Fantasy,Romance
Damn Bastard!,2008,1056444.0,2078,0,6.6,58.0,83,Comedy,Horror,
Dance of the Dead,2008,926063.0,1718,1,5.8,11994.0,87,Action,Comedy,Horror
Dante 01,2008,487928.0,4483,3,4.8,5988.0,82,Adventure,Drama,Sci-Fi
"Dark Knight, The",2008,468569.0,66,3,9.0,2880321.0,152,Action,Crime,Drama
"Day the Earth Stood Still, The",2008,970416.0,298,3,5.5,178851.0,104,Adventure,Drama,Sci-Fi
Dead at 17,2008,1153103.0,5481,3,4.6,611.0,90,Drama,Mystery,Thriller
Deadgirl,2008,896534.0,5050,0,5.5,19890.0,101,Horror,,
Death Race,2008,452608.0,222,1,6.4,219430.0,105,Action,Sci-Fi,Thriller
Deception,2008,800240.0,2331,1,6.0,40875.0,107,Crime,Drama,Mystery
Defiance,2008,1034303.0,3711,3,7.1,155887.0,137,Action,Drama,History
"Definitely, Maybe",2008,832266.0,545,3,7.1,173551.0,112,Comedy,Drama,Romance
Diary of a Nymphomaniac,2008,1111890.0,3444,3,5.7,11649.0,101,Drama,Romance,
Die Welle,2008,1063669.0,7437,3,7.6,115326.0,107,Drama,Thriller,
Dim Sum Funeral,2008,1216477.0,1548,3,5.2,747.0,95,Comedy,Drama,
Disfigured,2008,830535.0,8706,3,6.5,345.0,96,Drama,,
Doomsday,2008,483607.0,3758,3,5.9,80033.0,105,Action,Sci-Fi,Thriller
Doubt,2008,918927.0,254,3,7.5,136266.0,104,Drama,Mystery,
"Duchess, The",2008,864761.0,3461,3,6.9,87423.0,110,Biography,Drama,History
Eagle Eye,2008,1059786.0,463,1,6.6,195455.0,118,Action,Mystery,Thriller
Easy Virtue,2008,808244.0,500,3,6.6,22469.0,97,Comedy,Romance,
"Edge of Love, The",2008,819714.0,3467,3,6.1,18985.0,110,Biography,Drama,Romance
El regalo,2008,1305138.0,1107,2,6.6,236.0,108,Comedy,,
Etz Limon,2008,1172963.0,7074,3,7.3,6892.0,106,Drama,War,
Everlasting Moments,2008,961066.0,2614,3,7.5,5964.0,131,Drama,History,
Examined Life,2008,1279083.0,2694,3,7.0,1839.0,87,Documentary,,
"Eye, The",2008,406759.0,429,3,5.4,56224.0,98,Horror,Mystery,
"Family That Preys, The",2008,1142798.0,5703,3,6.0,8027.0,111,Drama,,
Fanboys,2008,489049.0,768,0,6.5,61308.0,90,Adventure,Comedy,Crime
Fashion,2008,964516.0,492,3,6.9,13144.0,167,Drama,Romance,
Fifty Dead Men Walking,2008,1097643.0,10886,2,6.8,11615.0,117,Crime,Drama,Thriller
Fireproof,2008,1129423.0,1709,2,6.4,24187.0,122,Drama,Romance,
Flash of Genius,2008,1054588.0,470,1,7.0,17841.0,119,Biography,Drama,
Fly Me to the Moon,2008,486321.0,3998,0,4.5,4795.0,84,Adventure,Animation,Family
"Forbidden Kingdom, The",2008,865556.0,1143,1,6.5,109676.0,104,Action,Adventure,Fantasy
Forgetting Sarah Marshall,2008,800039.0,1891,3,7.1,303071.0,111,Comedy,Drama,Romance
Four Christmases,2008,369436.0,903,3,5.7,80906.0,88,Comedy,Drama,Romance
Franklyn,2008,893402.0,584,2,6.0,18184.0,98,Drama,Fantasy,Sci-Fi
French Film,2008,986230.0,1744,3,6.5,798.0,87,Comedy,Romance,
Frost/Nixon,2008,870111.0,990,1,7.7,112577.0,122,Biography,Drama,History
Frozen River,2008,978759.0,252,3,7.1,26481.0,97,Crime,Drama,
Gake no ue no Ponyo,2008,876563.0,469,3,7.6,164341.0,101,Adventure,Animation,Comedy
"Gamers: Dorkness Rising, The",2008,447166.0,1516,3,7.3,3361.0,105,Action,Adventure,Comedy
Get Smart,2008,425061.0,74,1,6.5,229054.0,110,Action,Adventure,Comedy
Ghost Town,2008,995039.0,513,1,6.7,77976.0,102,Comedy,Drama,Fantasy
Ghost in the Shell 2.0,2008,1260502.0,3693,3,7.8,15278.0,83,Action,Animation,Crime
God&#39;s Forgotten Town,2008,1077084.0,1178,3,4.9,105.0,\N,Horror,Thriller,
Gomorra,2008,929425.0,233,1,7.0,51272.0,137,Crime,Drama,
Goodbye Solo,2008,1095442.0,2203,1,7.3,6156.0,91,Drama,,
Gran Torino,2008,1205489.0,502,2,8.1,816565.0,116,Drama,,
Grizzly Park,2008,915460.0,4812,3,4.0,2534.0,95,Adventure,Comedy,Horror
Hamlet 2,2008,1104733.0,2274,3,6.3,17370.0,92,Comedy,Music,
Hancock,2008,448157.0,61,0,6.4,513002.0,92,Action,Comedy,Drama
Happy-Go-Lucky,2008,1045670.0,1290,3,7.0,41100.0,118,Comedy,Drama,Romance
Helen,2008,1288589.0,1492,3,5.8,472.0,79,Drama,,
Hellboy II: The Golden Army,2008,411477.0,214,1,7.0,286588.0,120,Action,Adventure,Fantasy
Herb &amp; Dorothy,2008,1227929.0,3281,3,7.6,891.0,87,Biography,Documentary,
High School Musical 3: Senior Year,2008,962726.0,464,3,5.0,67701.0,112,Comedy,Drama,Family
Horton Hears a Who!,2008,451079.0,1142,1,6.8,150539.0,86,Adventure,Animation,Comedy
"House Bunny, The",2008,852713.0,1014,3,5.5,90521.0,97,Comedy,,
Hunger,2008,986233.0,7641,0,7.5,73666.0,96,Biography,Crime,Drama
"Hurt Locker, The",2008,887912.0,495,1,7.5,474644.0,131,Drama,Thriller,War
I Can&#39;t Think Straight,2008,830570.0,5584,3,6.5,9382.0,82,Drama,Romance,
I Sell the Dead,2008,902290.0,3457,1,6.0,11210.0,85,Comedy,Horror,
I&#39;ve Loved You So Long,2008,1068649.0,985,3,7.6,20732.0,117,Drama,,
Igor,2008,465502.0,1161,2,5.9,24368.0,87,Animation,Comedy,Family
In Bruges,2008,780536.0,34,1,7.9,462551.0,107,Comedy,Crime,Drama
"Incredible Hulk, The",2008,800080.0,195,1,6.6,524656.0,112,Action,Adventure,Sci-Fi
Indiana Jones and the Kingdom of the Crystal Skull,2008,367882.0,1050,1,6.2,492348.0,122,Action,Adventure,
Inkheart,2008,494238.0,306,3,6.1,82468.0,106,Adventure,Family,Fantasy
Iron Man,2008,371746.0,190,2,7.9,1127969.0,126,Action,Adventure,Sci-Fi
Journey to the Center of the Earth,2008,373051.0,194,1,5.8,132105.0,93,Action,Adventure,Family
Jumper,2008,489099.0,28,1,6.1,324249.0,88,Action,Adventure,Sci-Fi
Kataude mashin garu,2008,1050160.0,740,3,5.9,10719.0,96,Action,Comedy,Horror
Keith,2008,435679.0,6059,3,7.4,37435.0,95,Drama,Romance,
Killshot,2008,443559.0,1915,1,6.0,22020.0,95,Action,Crime,Drama
Kung Fu Panda,2008,441773.0,728,3,7.6,524874.0,92,Action,Adventure,Animation
L&aring;t den r&auml;tte komma in (Let the Right One In),2008,1139797.0,668,1,7.8,227170.0,114,Drama,Fantasy,Horror
La belle personne,2008,1263778.0,3510,3,6.6,7996.0,97,Comedy,Drama,
La mujer sin cabeza,2008,1221141.0,7071,3,6.5,5750.0,87,Drama,Mystery,Thriller
